image_id,image_filename,meal_name,ingredients_list,ingredient_names,num_ingredients,total_calories,total_carbs,total_protein,total_fat
fsb_00424,fsb_00424.jpg,Chicken Soup,"""[{'name': 'chicken', 'calories': 148.5, 'carbs': 0.0, 'protein': 16.2, 'fat': 8.8, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'carrots', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'potatoes', 'calories': 22.7, 'carbs': 5.2, 'protein': 0.6, 'fat': 0.0, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'orzo', 'calories': 63.1, 'carbs': 12.7, 'protein': 2.2, 'fat': 0.3, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'chicken broth', 'calories': 14.9, 'carbs': 1.1, 'protein': 1.6, 'fat': 0.5, 'quantity': 1, 'unit': 'cup'}]""","""[\""chicken\"", \""carrots\"", \""potatoes\"", \""orzo\"", \""chicken broth\""]""",5,260.1,21.6,20.8,9.7
fsb_00425,fsb_00425.jpg,Chicken Stew with Sausage,"""[{'name': 'chicken', 'calories': 118.8, 'carbs': 0.0, 'protein': 12.9, 'fat': 7.1, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'potatoes', 'calories': 68.1, 'carbs': 15.5, 'protein': 1.8, 'fat': 0.1, 'quantity': 0.6, 'unit': 'cup'}, {'name': 'carrots', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'green beans', 'calories': 8.8, 'carbs': 2.0, 'protein': 0.5, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'cream sauce', 'calories': 89.0, 'carbs': 5.1, 'protein': 2.1, 'fat': 6.8, 'quantity': 0.25, 'unit': 'cup'}, {'name': 'sausage', 'calories': 210.1, 'carbs': 0.6, 'protein': 8.1, 'fat': 19.2, 'quantity': 1, 'unit': 'link (4\"" long x 1-1/8\"" dia)'}]""","""[\""chicken\"", \""potatoes\"", \""carrots\"", \""green beans\"", \""cream sauce\"", \""sausage\""]""",6,505.7,25.8,25.6,33.4
fsb_00426,fsb_00426.jpg,Chicken Stew,"""[{'name': 'chicken', 'calories': 440.0, 'carbs': 0.1, 'protein': 47.9, 'fat': 26.1, 'quantity': 200, 'unit': 'g'}, {'name': 'potatoes', 'calories': 74.4, 'carbs': 16.9, 'protein': 2.0, 'fat': 0.1, 'quantity': 80, 'unit': 'g'}, {'name': 'carrots', 'calories': 21.0, 'carbs': 4.9, 'protein': 0.5, 'fat': 0.1, 'quantity': 60, 'unit': 'g'}, {'name': 'peas', 'calories': 25.2, 'carbs': 4.7, 'protein': 1.6, 'fat': 0.1, 'quantity': 30, 'unit': 'g'}, {'name': 'corn', 'calories': 19.2, 'carbs': 4.2, 'protein': 0.7, 'fat': 0.3, 'quantity': 20, 'unit': 'g'}, {'name': 'onion', 'calories': 13.2, 'carbs': 3.0, 'protein': 0.4, 'fat': 0.1, 'quantity': 30, 'unit': 'g'}, {'name': 'gravy', 'calories': 54.7, 'carbs': 6.0, 'protein': 0.8, 'fat': 3.0, 'quantity': 0.5, 'unit': 'cup'}]""","""[\""chicken\"", \""potatoes\"", \""carrots\"", \""peas\"", \""corn\"", \""onion\"", \""gravy\""]""",7,647.7,39.8,53.9,29.8
fsb_00427,fsb_00427.jpg,Chicken Stir-Fry Noodles,"""[{'name': 'noodles', 'calories': 199.1, 'carbs': 38.9, 'protein': 7.3, 'fat': 1.2, 'quantity': 0.9, 'unit': 'cup'}, {'name': 'chicken breast', 'calories': 115.5, 'carbs': 0.0, 'protein': 21.7, 'fat': 2.5, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'soy sauce', 'calories': 17.0, 'carbs': 1.6, 'protein': 2.6, 'fat': 0.2, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'vegetables', 'calories': 17.7, 'carbs': 3.6, 'protein': 0.8, 'fat': 0.0, 'quantity': 0.15, 'unit': 'cup'}, {'name': 'oil', 'calories': 123.8, 'carbs': 0.0, 'protein': 0.0, 'fat': 14.0, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""noodles\"", \""chicken breast\"", \""soy sauce\"", \""vegetables\"", \""oil\""]""",5,473.1,44.1,32.4,17.9
fsb_00428,fsb_00428.jpg,Chicken And Vegetable Stir-Fry,"""[{'name': 'boneless skinless chicken breast', 'calories': 198.0, 'carbs': 0.0, 'protein': 37.2, 'fat': 4.3, 'quantity': 1, 'unit': 'breast'}, {'name': 'brown rice', 'calories': 109.2, 'carbs': 22.9, 'protein': 2.3, 'fat': 0.8, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'broccoli', 'calories': 9.8, 'carbs': 2.0, 'protein': 0.7, 'fat': 0.1, 'quantity': 0.2, 'unit': 'stalk, small (5\"" long)'}, {'name': 'carrot', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'cabbage', 'calories': 10.3, 'carbs': 2.5, 'protein': 0.6, 'fat': 0.0, 'quantity': 0.3, 'unit': 'cup, shredded'}, {'name': 'onion', 'calories': 18.5, 'carbs': 4.3, 'protein': 0.6, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'olive oil', 'calories': 119.3, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.5, 'quantity': 1, 'unit': 'tablespoon'}, {'name': 'roasted cabbage', 'calories': 87.4, 'carbs': 8.2, 'protein': 1.8, 'fat': 6.2, 'quantity': 1, 'unit': 'cup'}]""","""[\""boneless skinless chicken breast\"", \""brown rice\"", \""broccoli\"", \""carrot\"", \""cabbage\"", \""onion\"", \""olive oil\"", \""roasted cabbage\""]""",8,563.4,42.5,43.4,25.1
fsb_00429,fsb_00429.jpg,Chicken Stir-Fry with Cottage Cheese and Broccoli,"""[{'name': 'chicken', 'calories': 440.0, 'carbs': 0.1, 'protein': 47.9, 'fat': 26.1, 'quantity': 200, 'unit': 'g'}, {'name': 'green beans', 'calories': 17.5, 'carbs': 3.9, 'protein': 0.9, 'fat': 0.1, 'quantity': 50, 'unit': 'g'}, {'name': 'zucchini', 'calories': 4.5, 'carbs': 0.8, 'protein': 0.3, 'fat': 0.1, 'quantity': 30, 'unit': 'g'}, {'name': 'cottage cheese', 'calories': 106.6, 'carbs': 3.7, 'protein': 12.1, 'fat': 4.7, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'broccoli', 'calories': 14.7, 'carbs': 3.0, 'protein': 1.0, 'fat': 0.2, 'quantity': 0.3, 'unit': 'stalk, small (5\"" long)'}]""","""[\""chicken\"", \""green beans\"", \""zucchini\"", \""cottage cheese\"", \""broccoli\""]""",5,583.3,11.5,62.2,31.2
fsb_00430,fsb_00430.jpg,Chicken Stir-Fry with Dumpling,"""[{'name': 'chicken', 'calories': 118.8, 'carbs': 0.0, 'protein': 12.9, 'fat': 7.1, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'mixed vegetables', 'calories': 40.8, 'carbs': 8.8, 'protein': 2.1, 'fat': 0.4, 'quantity': 0.9, 'unit': 'cup'}, {'name': 'cashews', 'calories': 235.9, 'carbs': 13.4, 'protein': 6.3, 'fat': 19.0, 'quantity': 0.3, 'unit': 'cup, halves and whole'}, {'name': 'fried rice', 'calories': 119.2, 'carbs': 22.5, 'protein': 2.8, 'fat': 2.0, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'dumpling', 'calories': 73.6, 'carbs': 12.5, 'protein': 2.0, 'fat': 1.7, 'quantity': 1, 'unit': 'medium dumpling'}, {'name': 'soy sauce', 'calories': 8.5, 'carbs': 0.8, 'protein': 1.3, 'fat': 0.1, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""chicken\"", \""mixed vegetables\"", \""cashews\"", \""fried rice\"", \""dumpling\"", \""soy sauce\""]""",6,596.8,58.0,27.4,30.3
fsb_00431,fsb_00431.jpg,Chicken Stir-Fry with Red Peppers,"""[{'name': 'chicken', 'calories': 118.8, 'carbs': 0.0, 'protein': 12.9, 'fat': 7.1, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'red bell pepper', 'calories': 10.4, 'carbs': 2.5, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'onion', 'calories': 18.5, 'carbs': 4.3, 'protein': 0.6, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'olive oil', 'calories': 119.3, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.5, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""chicken\"", \""red bell pepper\"", \""onion\"", \""olive oil\""]""",4,267.0,6.8,13.8,20.8
fsb_00432,fsb_00432.jpg,Chicken Stir-Fry with Vegetables,"""[{'name': 'chicken', 'calories': 118.8, 'carbs': 0.0, 'protein': 12.9, 'fat': 7.1, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'carrots', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'edamame', 'calories': 56.3, 'carbs': 4.1, 'protein': 5.5, 'fat': 2.4, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'bell peppers', 'calories': 11.2, 'carbs': 2.7, 'protein': 0.4, 'fat': 0.1, 'quantity': 0.3, 'unit': 'cup, strips'}, {'name': 'olive oil', 'calories': 39.8, 'carbs': 0.0, 'protein': 0.0, 'fat': 4.5, 'quantity': 1, 'unit': 'tsp'}]""","""[\""chicken\"", \""carrots\"", \""edamame\"", \""bell peppers\"", \""olive oil\""]""",5,237.0,9.4,19.0,14.2
fsb_00433,fsb_00433.jpg,Chicken Stir-Fry,"""[{'name': 'chicken', 'calories': 237.6, 'carbs': 0.1, 'protein': 25.9, 'fat': 14.1, 'quantity': 0.8, 'unit': 'cup'}, {'name': 'carrots', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'edamame', 'calories': 56.3, 'carbs': 4.1, 'protein': 5.5, 'fat': 2.4, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'bell peppers', 'calories': 11.2, 'carbs': 2.7, 'protein': 0.4, 'fat': 0.1, 'quantity': 0.3, 'unit': 'cup, strips'}, {'name': 'olive oil', 'calories': 119.3, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.5, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""chicken\"", \""carrots\"", \""edamame\"", \""bell peppers\"", \""olive oil\""]""",5,435.3,9.5,32.0,30.2
fsb_00434,fsb_00434.jpg,Chicken Tacos,"""[{'name': 'flour tortilla', 'calories': 184.3, 'carbs': 31.5, 'protein': 4.9, 'fat': 4.0, 'quantity': 2, 'unit': 'oz'}, {'name': 'grilled chicken', 'calories': 113.7, 'carbs': 0.0, 'protein': 22.7, 'fat': 2.6, 'quantity': 0.4, 'unit': 'piece'}, {'name': 'coleslaw', 'calories': 17.4, 'carbs': 1.4, 'protein': 0.1, 'fat': 1.3, 'quantity': 0.05, 'unit': 'cup'}, {'name': 'sour cream', 'calories': 71.3, 'carbs': 1.7, 'protein': 0.9, 'fat': 7.0, 'quantity': 3, 'unit': 'tbsp'}]""","""[\""flour tortilla\"", \""grilled chicken\"", \""coleslaw\"", \""sour cream\""]""",4,386.7,34.6,28.6,14.9
fsb_00435,fsb_00435.jpg,Buffalo Chicken Fries,"""[{'name': 'chicken tenders', 'calories': 111.7, 'carbs': 7.1, 'protein': 7.0, 'fat': 6.2, 'quantity': 1, 'unit': 'piece'}, {'name': 'french fries', 'calories': 355.7, 'carbs': 47.2, 'protein': 3.9, 'fat': 16.8, 'quantity': 2, 'unit': 'cup'}, {'name': 'ranch dressing', 'calories': 129.0, 'carbs': 1.8, 'protein': 0.4, 'fat': 13.4, 'quantity': 2, 'unit': 'tablespoons'}, {'name': 'buffalo sauce', 'calories': 30.1, 'carbs': 4.8, 'protein': 1.4, 'fat': 1.0, 'quantity': 19, 'unit': 'tbsp'}]""","""[\""chicken tenders\"", \""french fries\"", \""ranch dressing\"", \""buffalo sauce\""]""",4,626.5,60.9,12.7,37.4
fsb_00436,fsb_00436.jpg,Teriyaki Chicken Stir-Fry,"""[{'name': 'chicken teriyaki', 'calories': 299.4, 'carbs': 5.3, 'protein': 42.3, 'fat': 10.7, 'quantity': 0.8, 'unit': 'cup'}, {'name': 'mushrooms', 'calories': 13.2, 'carbs': 2.5, 'protein': 1.0, 'fat': 0.2, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'carrots', 'calories': 27.2, 'carbs': 6.4, 'protein': 0.6, 'fat': 0.1, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'spinach', 'calories': 8.3, 'carbs': 1.4, 'protein': 1.1, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'bean sprouts', 'calories': 7.8, 'carbs': 1.6, 'protein': 0.8, 'fat': 0.0, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'soy sauce', 'calories': 8.5, 'carbs': 0.8, 'protein': 1.3, 'fat': 0.1, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""chicken teriyaki\"", \""mushrooms\"", \""carrots\"", \""spinach\"", \""bean sprouts\"", \""soy sauce\""]""",6,364.4,18.0,47.1,11.2
fsb_00437,fsb_00437.jpg,Chicken Tortilla Soup,"""[{'name': 'chicken', 'calories': 118.8, 'carbs': 0.0, 'protein': 12.9, 'fat': 7.1, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'black beans', 'calories': 68.1, 'carbs': 12.2, 'protein': 4.6, 'fat': 0.3, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'corn', 'calories': 34.0, 'carbs': 7.4, 'protein': 1.2, 'fat': 0.5, 'quantity': 0.3, 'unit': 'ear large (7-3/4\"" to 9\"" long)'}, {'name': 'tomato', 'calories': 6.5, 'carbs': 1.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup, chopped or sliced'}, {'name': 'tortilla strips', 'calories': 60.4, 'carbs': 8.7, 'protein': 0.9, 'fat': 2.6, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'cream', 'calories': 102.0, 'carbs': 0.8, 'protein': 0.9, 'fat': 10.8, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'chicken broth', 'calories': 10.5, 'carbs': 0.8, 'protein': 1.1, 'fat': 0.4, 'quantity': 0.7, 'unit': 'cup'}]""","""[\""chicken\"", \""black beans\"", \""corn\"", \""tomato\"", \""tortilla strips\"", \""cream\"", \""chicken broth\""]""",7,400.3,31.3,21.9,21.8
fsb_00438,fsb_00438.jpg,Chicken Vegetable Soup,"""[{'name': 'chicken breast', 'calories': 115.5, 'carbs': 0.0, 'protein': 21.7, 'fat': 2.5, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'ditalini pasta', 'calories': 96.3, 'carbs': 18.8, 'protein': 3.5, 'fat': 0.6, 'quantity': 0.6, 'unit': 'cup'}, {'name': 'green beans', 'calories': 8.8, 'carbs': 2.0, 'protein': 0.5, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'carrots', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'tomatoes', 'calories': 6.5, 'carbs': 1.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup, chopped or sliced'}, {'name': 'chicken broth', 'calories': 14.9, 'carbs': 1.1, 'protein': 1.6, 'fat': 0.5, 'quantity': 1, 'unit': 'cup'}]""","""[\""chicken breast\"", \""ditalini pasta\"", \""green beans\"", \""carrots\"", \""tomatoes\"", \""chicken broth\""]""",6,252.9,25.9,27.8,3.9
fsb_00439,fsb_00439.jpg,Chicken Vegetable Soup,"""[{'name': 'chicken', 'calories': 118.8, 'carbs': 0.0, 'protein': 12.9, 'fat': 7.1, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'carrots', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'celery', 'calories': 3.8, 'carbs': 0.7, 'protein': 0.2, 'fat': 0.0, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'chicken broth', 'calories': 14.9, 'carbs': 1.1, 'protein': 1.6, 'fat': 0.5, 'quantity': 1, 'unit': 'cup'}]""","""[\""chicken\"", \""carrots\"", \""celery\"", \""chicken broth\""]""",4,148.4,4.4,14.9,7.7
fsb_00440,fsb_00440.jpg,Chicken Vegetable Soup,"""[{'name': 'chicken', 'calories': 118.8, 'carbs': 0.0, 'protein': 12.9, 'fat': 7.1, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'carrots', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'celery', 'calories': 5.8, 'carbs': 1.1, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'potatoes', 'calories': 34.0, 'carbs': 7.7, 'protein': 0.9, 'fat': 0.0, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'chicken broth', 'calories': 14.9, 'carbs': 1.1, 'protein': 1.6, 'fat': 0.5, 'quantity': 1, 'unit': 'cup'}, {'name': 'olive oil', 'calories': 119.3, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.5, 'quantity': 1, 'unit': 'tablespoon'}]""","""[\""chicken\"", \""carrots\"", \""celery\"", \""potatoes\"", \""chicken broth\"", \""olive oil\""]""",6,303.7,12.5,15.8,21.3
fsb_00441,fsb_00441.jpg,Chicken Pot Pie,"""[{'name': 'chicken', 'calories': 118.8, 'carbs': 0.0, 'protein': 12.9, 'fat': 7.1, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'carrots', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'peas', 'calories': 26.9, 'carbs': 5.0, 'protein': 1.7, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'corn', 'calories': 28.6, 'carbs': 6.3, 'protein': 1.0, 'fat': 0.4, 'quantity': 0.2, 'unit': 'cup cut'}, {'name': 'cream', 'calories': 163.2, 'carbs': 1.3, 'protein': 1.4, 'fat': 17.3, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'Chicken Pot Pie', 'calories': 90.0, 'carbs': 14.0, 'protein': 4.0, 'fat': 2.5, 'quantity': 1, 'unit': 'cup'}]""","""[\""chicken\"", \""carrots\"", \""peas\"", \""corn\"", \""cream\"", \""Chicken Pot Pie\""]""",6,438.4,29.2,21.2,27.5
fsb_00442,fsb_00442.jpg,Chicken Vegetable Soup,"""[{'name': 'carrots', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'potatoes', 'calories': 34.0, 'carbs': 7.7, 'protein': 0.9, 'fat': 0.0, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'celery', 'calories': 5.8, 'carbs': 1.1, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'chicken broth', 'calories': 14.9, 'carbs': 1.1, 'protein': 1.6, 'fat': 0.5, 'quantity': 1, 'unit': 'cup'}, {'name': 'olive oil', 'calories': 39.8, 'carbs': 0.0, 'protein': 0.0, 'fat': 4.5, 'quantity': 1, 'unit': 'tsp'}, {'name': 'salmon', 'calories': 467.6, 'carbs': 0.0, 'protein': 50.2, 'fat': 28.0, 'quantity': 1, 'unit': 'fillet'}]""","""[\""carrots\"", \""potatoes\"", \""celery\"", \""chicken broth\"", \""olive oil\"", \""salmon\""]""",6,573.0,12.5,53.1,33.2
fsb_00443,fsb_00443.jpg,Chicken Wings with Vegetables and Macaroni,"""[{'name': 'chicken wings', 'calories': 263.2, 'carbs': 7.9, 'protein': 13.6, 'fat': 19.5, 'quantity': 3, 'unit': 'wingette or drummette'}, {'name': 'mixed vegetables', 'calories': 45.3, 'carbs': 9.7, 'protein': 2.4, 'fat': 0.5, 'quantity': 1, 'unit': 'cup'}, {'name': 'macaroni and cheese', 'calories': 150.5, 'carbs': 19.0, 'protein': 3.9, 'fat': 6.6, 'quantity': 0.4, 'unit': 'cup'}]""","""[\""chicken wings\"", \""mixed vegetables\"", \""macaroni and cheese\""]""",3,459.0,36.6,19.9,26.6
fsb_00444,fsb_00444.jpg,Chicken Couscous Salad,"""[{'name': 'boneless skinless chicken breast', 'calories': 198.0, 'carbs': 0.0, 'protein': 37.2, 'fat': 4.3, 'quantity': 1, 'unit': 'breast'}, {'name': 'couscous', 'calories': 87.9, 'carbs': 18.2, 'protein': 3.0, 'fat': 0.1, 'quantity': 0.5, 'unit': 'cup, cooked'}, {'name': 'carrots', 'calories': 13.6, 'carbs': 3.2, 'protein': 0.3, 'fat': 0.1, 'quantity': 4, 'unit': 'tbsp'}]""","""[\""boneless skinless chicken breast\"", \""couscous\"", \""carrots\""]""",3,299.5,21.4,40.5,4.5
fsb_00445,fsb_00445.jpg,Chicken with Couscous and Carrots,"""[{'name': 'chicken', 'calories': 297.0, 'carbs': 0.1, 'protein': 32.3, 'fat': 17.6, 'quantity': 1, 'unit': 'cup'}, {'name': 'couscous', 'calories': 87.9, 'carbs': 18.2, 'protein': 3.0, 'fat': 0.1, 'quantity': 0.5, 'unit': 'cup, cooked'}, {'name': 'carrots', 'calories': 27.2, 'carbs': 6.4, 'protein': 0.6, 'fat': 0.1, 'quantity': 0.5, 'unit': 'cup'}]""","""[\""chicken\"", \""couscous\"", \""carrots\""]""",3,412.1,24.7,35.9,17.8
fsb_00446,fsb_00446.jpg,Chicken with Couscous,"""[{'name': 'chicken breast', 'calories': 161.7, 'carbs': 0.0, 'protein': 30.4, 'fat': 3.5, 'quantity': 1, 'unit': 'fillet'}, {'name': 'couscous', 'calories': 175.8, 'carbs': 36.5, 'protein': 6.0, 'fat': 0.3, 'quantity': 1, 'unit': 'cup, cooked'}, {'name': 'olive oil', 'calories': 119.3, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.5, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""chicken breast\"", \""couscous\"", \""olive oil\""]""",3,456.8,36.5,36.4,17.3
fsb_00447,fsb_00447.jpg,Chicken with Green Beans and Spinach,"""[{'name': 'chicken breast', 'calories': 161.7, 'carbs': 0.0, 'protein': 30.4, 'fat': 3.5, 'quantity': 1, 'unit': 'fillet'}, {'name': 'green beans', 'calories': 30.6, 'carbs': 6.9, 'protein': 1.7, 'fat': 0.2, 'quantity': 0.7, 'unit': 'cup'}, {'name': 'spinach', 'calories': 4.1, 'carbs': 0.7, 'protein': 0.5, 'fat': 0.0, 'quantity': 0.1, 'unit': 'cup'}, {'name': 'olive oil', 'calories': 119.3, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.5, 'quantity': 1, 'unit': 'tablespoon'}, {'name': 'lemon', 'calories': 4.1, 'carbs': 1.3, 'protein': 0.2, 'fat': 0.0, 'quantity': 2, 'unit': 'wedge or slice (1/8 of one 2-1/8\"" dia lemon)'}]""","""[\""chicken breast\"", \""green beans\"", \""spinach\"", \""olive oil\"", \""lemon\""]""",5,319.8,8.9,32.8,17.2
fsb_00448,fsb_00448.jpg,Chicken with Pesto and Tomato Sauce,"""[{'name': 'chicken breast', 'calories': 165.0, 'carbs': 0.0, 'protein': 31.0, 'fat': 3.6, 'quantity': 100, 'unit': 'g'}, {'name': 'pesto sauce', 'calories': 131.7, 'carbs': 3.2, 'protein': 3.1, 'fat': 11.8, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'tomato sauce', 'calories': 29.4, 'carbs': 6.5, 'protein': 1.5, 'fat': 0.4, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'almonds', 'calories': 101.7, 'carbs': 3.6, 'protein': 3.6, 'fat': 8.9, 'quantity': 0.6, 'unit': 'wt. oz'}]""","""[\""chicken breast\"", \""pesto sauce\"", \""tomato sauce\"", \""almonds\""]""",4,427.8,13.3,39.2,24.7
fsb_00449,fsb_00449.jpg,Curry Chicken With Broccoli And Potatoes,"""[{'name': 'chicken breast', 'calories': 138.6, 'carbs': 0.0, 'protein': 26.1, 'fat': 3.0, 'quantity': 0.7, 'unit': 'breast'}, {'name': 'potatoes', 'calories': 113.5, 'carbs': 25.8, 'protein': 3.0, 'fat': 0.2, 'quantity': 1, 'unit': 'cup'}, {'name': 'broccoli', 'calories': 14.7, 'carbs': 3.0, 'protein': 1.0, 'fat': 0.2, 'quantity': 0.3, 'unit': 'stalk, small (5\"" long)'}, {'name': 'tomato sauce', 'calories': 20.6, 'carbs': 4.6, 'protein': 1.0, 'fat': 0.3, 'quantity': 0.35, 'unit': 'cup'}, {'name': 'light yogurt', 'calories': 73.1, 'carbs': 12.8, 'protein': 6.6, 'fat': 0.3, 'quantity': 1, 'unit': 'container (6 oz)'}, {'name': 'curry powder', 'calories': 6.5, 'carbs': 1.1, 'protein': 0.3, 'fat': 0.3, 'quantity': 1, 'unit': 'tsp'}]""","""[\""chicken breast\"", \""potatoes\"", \""broccoli\"", \""tomato sauce\"", \""light yogurt\"", \""curry powder\""]""",6,367.0,47.3,38.0,4.3
fsb_00450,fsb_00450.jpg,Chicken with Rice and Green Beans,"""[{'name': 'fried chicken', 'calories': 228.7, 'carbs': 2.7, 'protein': 24.3, 'fat': 12.7, 'quantity': 3, 'unit': 'oz'}, {'name': 'white rice', 'calories': 102.7, 'carbs': 22.3, 'protein': 2.1, 'fat': 0.2, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'green beans', 'calories': 21.9, 'carbs': 4.9, 'protein': 1.2, 'fat': 0.2, 'quantity': 0.5, 'unit': 'cup'}]""","""[\""fried chicken\"", \""white rice\"", \""green beans\""]""",3,353.3,29.9,27.6,13.1
fsb_00451,fsb_00451.jpg,Chicken with Rice and Kimchi,"""[{'name': 'chicken thigh', 'calories': 239.7, 'carbs': 0.1, 'protein': 26.3, 'fat': 15.5, 'quantity': 1, 'unit': 'thigh without skin'}, {'name': 'brown rice', 'calories': 109.2, 'carbs': 22.9, 'protein': 2.3, 'fat': 0.8, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'kimchi', 'calories': 15.7, 'carbs': 2.5, 'protein': 1.2, 'fat': 0.5, 'quantity': 0.7, 'unit': 'cup'}]""","""[\""chicken thigh\"", \""brown rice\"", \""kimchi\""]""",3,364.6,25.5,29.8,16.8
fsb_00452,fsb_00452.jpg,Chicken And Vegetable Rice Bowl,"""[{'name': 'brown rice', 'calories': 109.2, 'carbs': 22.9, 'protein': 2.3, 'fat': 0.8, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'mixed vegetables', 'calories': 40.8, 'carbs': 8.8, 'protein': 2.1, 'fat': 0.4, 'quantity': 0.9, 'unit': 'cup'}, {'name': 'broccoli', 'calories': 14.0, 'carbs': 2.9, 'protein': 1.0, 'fat': 0.2, 'quantity': 4, 'unit': 'floret'}, {'name': 'chicken breast', 'calories': 161.7, 'carbs': 0.0, 'protein': 30.4, 'fat': 3.5, 'quantity': 1, 'unit': 'fillet'}, {'name': 'lomi salmon', 'calories': 0.6, 'carbs': 0.0, 'protein': 0.1, 'fat': 0.0, 'quantity': 1, 'unit': 'GRM'}]""","""[\""brown rice\"", \""mixed vegetables\"", \""broccoli\"", \""chicken breast\"", \""lomi salmon\""]""",5,326.3,34.6,35.9,4.9
